IDJwb,IDPSJ,questions_clean,answerKeys_clean,answer_clean,raw_grade,max_grade,grade,labela,label
965,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['ada 3 jenis ml tradisional adalah', 'supervised learning ini belajarnya pakai guru data label contohnya klasifikasi gambar kucing atau anjing', 'unsupervised learning ini gak pake label jadi komputer cari pola sendiri contohnya pengelompokan data customer', 'reinforcement learning ini basisnya reward dan punishment kayak ngelatih robot jalan']",4.0,5.0,8.0,B,4
966,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['jenis jenisnya yaitu supervised unsupervised dan reinforcement learning', 'kalau supervised itu datanya ada labelnya target misalnya untuk prediksi cuaca', 'kalau unsupervised datanya mentah gak ada label gunanya buat clustering data', 'terus reinforcement learning itu belajar dari interaksi lingkungan contohnya game ai yang belajar dari skor']",4.0,5.0,8.0,B,4
967,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['pembelajaran mesin ada tiga adalah supervised learning task driven unsupervised learning data driven dan reinforcement learning learning from errors', 'contoh supervised adalah regresi linear', 'contoh unsupervised adalah k means clustering', 'contoh reinforcement adalah robotika']",3.75,5.0,7.5,B,4
968,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['yang saya pelajari ada', 'pertama supervised learning dimana mesin dilatih dengan data yang sudah ada jawabannya', 'kedua unsupervised learning dimana mesin mencari pola pada data yang belum ada jawabannya', 'ketiga reinforcement learning dimana mesin belajar dari pengalaman', 'contohnya supervised buat deteksi penipuan bank']",3.75,5.0,7.5,B,4
969,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['jenis ml ada supervised learning dan unsupervised learning', 'supervised itu pembelajaran terawasi contohnya klasifikasi', 'unsupervised itu pembelajaran tak terawasi contohnya klastering', 'ada juga reinforcement learning tapi saya lupa contohnya']",3.25,5.0,6.5,C,3
970,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['hanya ingat unsupervised learning', 'itu adalah pembelajaran mesin yang datanya tidak punya label sama sekali jadi komputer mengelompokkan sendiri datanya', 'contohnya pengelompokan hobi pelanggan']",2.25,5.0,4.5,D,2
971,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['ada supervised learning dan unsupervised learning', 'bedanya kalau supervised pakai data kalau unsupervised tidak pakai data']",2.25,5.0,4.5,D,2
972,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['saya cuma tau supervised learning pembelajaran terawasi dan unsupervised learning pembelajaran tanpa pengawasan', 'contohnya supervised itu regresi linear']",2.5,5.0,5.0,D,2
973,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']",['yang saya pelajari intinya reinforcement learning dimana mesin belajar dari kesalahan trial and error buat dapat nilai bagus reward'],2.0,5.0,4.0,D,2
974,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']","['ada supervised learning dimana data harus dilabeli manual oleh manusia sebelum diproses komputer', 'contohnya melabeli gambar kucing dan anjing']",2.0,5.0,4.0,D,2
975,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']",['machine learning adalah belajar merakit mesin komputer'],0.0,5.0,0.0,E,1
976,13,"['ada berapa jenis pembelajaran mesin tradisional yang kalian pelajari jelaskan tiap jenis pembelajaran tersebut berikan contoh penerapannya juga', 'gunakan minimalnya 4 kalimat baku dengan ejaan atau penulisan yang benar']","['ada tiga pembelajaran mesin tradisional yakni supervised learning unsupervised learning dan reinforced learning', 'supervised learning adalah jenis pembelajaran yang menggunakan bimbingan yakni dari data yang beri label', 'contohnya adalah deteksi spam pada email', 'unsupervised learning adalah tipe pembelajaran tanpa bimbingan yang berusaha menemukan struktur dan pola tersembunyi di data contohnya deteksi anomali atau segmentasi pelanggan', 'yang terakhir adalah reinforced learning yang merupakan pembelajaran yang didasarkan pada reward atau punishment', 'model pembelajaran ini banyak diterapkan pada game']",['machine learning tradisional adalah bagaimana mesin belajar secara mandiri tanpa bantuan manusia'],0.25,5.0,0.5,E,1
977,14,['tuliskan apa yang kalian ketahui tentang ensemble learning minimalnya dalam 3 kalimat baku dan ejaan penulisan yang benar'],"['ensemble learning adalah teknik dalam machine learning yang menggabungkan beberapa model tidak harus algoritma yang sama untuk menghasilkan prediksi yang lebih akurat dan stabil dibandingkan model tunggal', 'tujuannya adalah meningkatkan kinerja dengan mengurangi overfitting underfitting serta variansi dan bias model', 'contohnya adalah random forest yang menggabungkan banyak decision tree untuk menghasilkan prediksi yang lebih andal']",['kosong'],0.0,5.0,0.0,E,1
